Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+	# unique markers (of 43)	# multi-copy	Insertion branch UID	Taxonomy (contained)	Taxonomy (sister lineage)	GC	Genome size (Mbp)	Gene count	Coding density	Translation table	# descendant genomes	Lineage: GC mean	Lineage: GC std	Lineage: genome size (Mbp) mean	Lineage: genome size (Mbp) std	Lineage: gene count mean	Lineage: gene count std
OS_PC_MetaG.mb.104	o__Rhizobiales (UID3447)	356	413	248	98.66	3.92	4.76	4391064	0	274	274	28970	28970	16025	16025	123739	123739	61.5313053966	5.88	0.847146614124	11	4172	5	387	21	0	0	0	43	0	UID3746	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae	g__Hyphomicrobium;s__Hyphomicrobium_denitrificans	61.5313053966	4.391064	4172	0.847146614124	11	8	61.0604339676	1.81794091826	4.12089625	0.401830977603	4022.5	453.397176877
OSL_A.mb.33	k__Bacteria (UID238)	2248	125	78	64.84	1.28	0.00	1417461	0	308	308	5446	5446	4602	4602	18513	18513	35.1732428617	2.24	0.857366093318	11	1433	39	85	1	0	0	0	29	0	UID238	k__Bacteria	p__Firmicutes	35.1732428617	1.417461	1433	0.857366093318	11	2248	48.7789324896	13.8070057331	3.6624436508	1.78384750046	3507.4341637	1613.71891752
Modern_marine_rock_biofilm.mb.2	k__Bacteria (UID203)	5449	103	57	3.51	0.00	0.00	527907	0	199	199	2637	2637	2652	2652	4571	4571	40.9259585495	3.04	0.913594629357	11	577	101	2	0	0	0	0	1	0	UID3188	k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales	f__Deferribacteraceae	40.9259585495	0.527907	577	0.913594629357	11	6	41.9010909642	8.49373985699	2.73469783333	0.336590235174	2584.16666667	288.595689889
KR13_S1_MetaG.mb.4	k__Bacteria (UID203)	5449	104	58	70.38	0.00	0.00	1041445	0	131	131	10095	10095	7949	7949	71843	71843	35.6319344757	2.08	0.905638799937	11	1203	22	82	0	0	0	0	39	0	UID1	k__Bacteria (root)	unresolved	35.6319344757	1.041445	1203	0.905638799937	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
KR13_S1_MetaG.mb.5	k__Bacteria (UID3187)	2258	188	117	70.63	2.14	0.00	2098670	0	169	169	17629	17629	12418	12418	42563	42563	53.2040292185	2.43	0.90011626411	11	1998	47	138	3	0	0	0	41	0	UID3198	k__Bacteria	p__Acidobacteria	53.2040292185	2.09867	1998	0.90011626411	11	17	59.2923023901	3.01115477033	5.48641088235	1.58822161948	4711.64705882	1221.85750306
KR13_S1_MetaG.mb.6	k__Bacteria (UID2982)	88	230	148	94.93	7.12	0.00	3979971	0	238	238	25741	25741	16722	16722	68195	68195	56.0301821295	2.58	0.881046118175	11	3427	8	206	16	0	0	0	42	0	UID2993	k__Bacteria	unresolved	56.0301821295	3.979971	3427	0.881046118175	11	77	42.9388897508	7.08947795852	1.8711955974	1.6729307037	1670.83116883	1381.87024973
KR13_S1_MetaG.mb.7	c__Deltaproteobacteria (UID3217)	62	280	168	87.00	1.98	50.00	3328195	0	506	506	8772	8772	6577	6577	46300	46300	49.2779119012	3.46	0.870283742389	11	3319	50	226	4	0	0	0	29	0	UID3235	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae	g__Desulfotalea;s__Desulfotalea_psychrophila	49.2779119012	3.328195	3319	0.870283742389	11	5	54.111367786	6.61115303754	4.4153048	0.796783927483	3887.4	661.542621454
Undefined_mixed_planktonic.mb.29	c__Gammaproteobacteria (UID4445)	228	583	244	82.10	5.75	76.47	3821150	0	728	728	6035	6035	5248	5248	29024	29024	60.5346296272	2.26	0.890712220143	11	4088	130	419	34	0	0	0	21	0	UID4507	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_2;s__Pseudomonas_stutzeri	g__Pseudomonas	60.5346296272	3.82115	4088	0.890712220143	11	2	61.4245691469	0.864398893202	4.5883885	0.3551755	4340.0	290.0
KR13_S1_MetaG.mb.1	k__Bacteria (UID203)	5449	103	57	17.54	0.00	0.00	855788	0	101	101	10555	10555	8473	8473	27438	27438	59.5572735304	1.91	0.893922326558	11	848	92	11	0	0	0	0	1	0	UID3234	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae	unresolved	59.5572735304	0.855788	848	0.893922326558	11	6	55.1405247934	6.45899433359	4.1957145	0.877583816614	3694.83333333	741.692977061
KR13_S1_MetaG.mb.2	k__Bacteria (UID203)	5449	104	58	2.19	0.00	0.00	242823	0	92	92	2561	2561	2639	2639	5467	5467	55.0310308332	2.85	0.924599399563	11	269	100	4	0	0	0	0	2	0	UID3201	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales	unresolved	55.0310308332	0.242823	269	0.924599399563	11	14	58.572349499	1.53647727518	5.91319442857	1.40932307677	5022.5	1116.46513284
KR13_S1_MetaG.mb.3	k__Bacteria (UID1453)	901	171	117	96.15	1.71	0.00	3186266	0	192	192	28147	28147	16595	16595	108091	108091	59.4153469924	6.03	0.873126098072	11	2922	5	163	3	0	0	0	43	0	UID1454	k__Bacteria;p__Actinobacteria;c__Actinobacteria	unresolved	59.4153469924	3.186266	2922	0.873126098072	11	732	64.747463765	6.97303493583	4.43816571721	2.15864758581	4122.23224044	1980.73954993
Undefined_mixed_planktonic.mb.25	f__Rhodobacteraceae (UID3356)	67	617	330	10.54	0.00	0.00	489209	0	181	181	2520	2520	2702	2702	7983	7983	63.1443820535	3.00	0.894873152375	11	637	553	64	0	0	0	0	10	0	UID3415	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	g__Loktanella;s__Loktanella_vestfoldensis	63.1443820535	0.489209	637	0.894873152375	11	8	63.4097808452	5.28889995435	3.69306775	0.500807159166	3686.25	506.296047289
Undefined_mixed_planktonic.mb.24	f__Xanthomonadaceae (UID4214)	55	659	290	94.03	4.66	9.38	4473205	0	526	526	12175	12175	8504	8504	61665	61665	65.4357893278	6.85	0.90018074289	11	4321	64	563	32	0	0	0	25	1	UID4231	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas	s__Stenotrophomonas_maltophila	65.4357893278	4.473205	4321	0.90018074289	11	10	66.3382800109	0.197852610396	4.6944791	0.196426446487	4313.0	168.342508001
Undefined_mixed_planktonic.mb.27	root (UID1)	5656	56	24	0.00	0.00	0.00	373134	0	15	15	76681	76681	24875	24875	104235	104235	60.082972873	2.64	0.886394700027	11	391	56	0	0	0	0	0	0	0	NA	NA	unresolved	60.082972873	0.373134	391	0.886394700027	11	NA	NA	NA	NA	NA	NA	NA
Undefined_mixed_planktonic.mb.26	p__Bacteroidetes (UID2605)	350	315	209	60.28	0.00	0.00	2240323	0	625	625	3687	3687	3584	3584	13167	13167	34.8194434463	2.25	0.908690398661	11	2419	125	190	0	0	0	0	24	0	UID2608	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter	unresolved	34.8194434463	2.240323	2419	0.908690398661	11	4	39.470605514	4.21311746455	4.90292325	0.652457893304	4240.0	612.436527323
KR13_S1_MetaG.mb.8	o__Actinomycetales (UID1697)	387	330	193	95.16	0.52	0.00	3055798	0	128	128	47564	47564	23873	23873	247500	247500	64.8788957909	2.91	0.913074751669	11	2907	12	317	1	0	0	0	42	0	UID1704	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae	unresolved	64.8788957909	3.055798	2907	0.913074751669	11	39	62.1752168903	3.91919093346	2.64822361538	0.335984346504	2545.46153846	299.166692764
KR13_S1_MetaG.mb.9	root (UID1)	5656	56	24	0.00	0.00	0.00	317714	0	33	33	15183	15183	9627	9627	76988	76988	52.7464952756	6.31	0.86376741346	11	363	56	0	0	0	0	0	0	0	NA	NA	unresolved	52.7464952756	0.317714	363	0.86376741346	11	NA	NA	NA	NA	NA	NA	NA
Undefined_mixed_planktonic.mb.23	k__Archaea (UID2)	207	149	107	58.18	0.00	0.00	590629	0	110	110	5967	5967	5369	5369	20571	20571	34.5028774408	1.79	0.882498150277	11	800	50	99	0	0	0	0	38	0	UID1	k__Archaea (root)	k__Archaea	34.5028774408	0.590629	800	0.882498150277	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
Undefined_mixed_planktonic.mb.22	k__Bacteria (UID1452)	924	160	109	79.82	9.26	0.00	1666112	0	130	130	25243	25243	12816	12816	81608	81608	46.4419558829	5.21	0.859239354857	11	1652	23	125	12	0	0	0	40	1	UID2309	k__Bacteria;p__Chloroflexi	unresolved	46.4419558829	1.666112	1652	0.859239354857	11	14	58.5159979235	4.80948739763	4.70641157143	1.0439035214	3933.14285714	717.183464986
OSL_A.mb.32	k__Archaea (UID2)	207	149	107	80.06	1.87	0.00	1531326	0	163	163	14885	14885	9394	9394	41098	41098	34.6006010477	4.03	0.89779315443	11	1790	24	123	2	0	0	0	41	0	UID1	k__Archaea (root)	k__Archaea	34.6006010477	1.531326	1790	0.89779315443	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
OS_PC_MetaG.mb.194	k__Archaea (UID2)	207	149	107	71.34	0.93	0.00	963380	0	35	35	53722	53722	27525	27525	218583	218583	35.5022940065	1.98	0.885452261828	11	1138	36	112	1	0	0	0	40	0	UID1	k__Archaea (root)	k__Archaea	35.5022940065	0.96338	1138	0.885452261828	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
OS_PC_MetaG.mb.195	k__Bacteria (UID2329)	174	149	89	65.57	0.00	0.00	623858	0	61	61	17183	17183	10227	10227	33768	33768	38.9697655556	1.85	0.907724193647	11	635	36	113	0	0	0	0	38	0	UID2329	k__Bacteria	p__Tenericutes;c__Mollicutes	38.9697655556	0.623858	635	0.907724193647	11	174	29.3511519692	4.74536573391	1.46226449425	0.950537413827	1377.33908046	1002.10203496
Modern_marine_rock_biofilm.mb.9	root (UID1)	5656	56	24	0.00	0.00	0.00	242389	0	59	59	4462	4462	4108	4108	18479	18479	63.5028817314	1.68	0.865295042267	11	260	56	0	0	0	0	0	0	0	NA	NA	unresolved	63.5028817314	0.242389	260	0.865295042267	11	NA	NA	NA	NA	NA	NA	NA
OSL_A.mb.31	k__Bacteria (UID203)	5449	104	58	25.00	1.72	0.00	608613	0	145	145	4651	4651	4197	4197	22476	22476	41.0875219557	3.03	0.940479417955	11	774	87	16	1	0	0	0	4	0	UID2981	k__Bacteria	p__Cloacimonetes;c__Candidatus_Cloacamonas;o__Candidatus_Cloacamonas;f__Candidatus_Cloacamonas;g__Candidatus_Cloacamonas;s__Candidatus_Cloacamonas_acidaminovorans	41.0875219557	0.608613	774	0.940479417955	11	2	42.9626862761	5.0891583566	3.0447275	0.7979075	2528.5	659.5
Modern_marine_rock_biofilm.mb.8	p__Euryarchaeota (UID4)	45	299	202	41.70	0.25	0.00	539421	0	165	165	3430	3430	3269	3269	8922	8922	38.7437641471	1.50	0.9303753469	11	690	159	139	1	0	0	0	25	0	UID5	k__Archaea;p__Euryarchaeota	c__Thermococci;o__Thermococcales;f__Thermococcaceae	38.7437641471	0.539421	690	0.9303753469	11	32	39.8923778912	9.12103291147	1.8367819375	0.187170352806	1983.09375	254.52631978
OS_PC_MetaG.mb.198	o__Sphingomonadales (UID3310)	26	569	293	89.94	0.90	20.00	2575808	0	339	339	9656	9656	7598	7598	36209	36209	62.4272461301	2.00	0.91008840721	11	2743	69	495	5	0	0	0	27	0	UID3328	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae	g__Porphyrobacter;s__Porphyrobacter_cryptus	62.4272461301	2.575808	2743	0.91008840721	11	2	64.371130552	3.39912329764	3.109886	0.15546	3064.5	161.5
OS_PC_MetaG.mb.199	k__Bacteria (UID203)	5449	104	58	66.67	1.21	50.00	801522	0	114	114	8852	8852	7030	7030	30488	30488	34.1499048061	2.31	0.811847959258	11	895	21	81	2	0	0	0	36	0	UID1	k__Bacteria (root)	k__Bacteria	34.1499048061	0.801522	895	0.811847959258	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
Undefined_mixed_planktonic.mb.79	c__Gammaproteobacteria (UID4445)	228	583	244	92.35	4.05	89.47	4227919	0	740	740	6816	6816	5713	5713	49758	49758	62.9704589894	2.71	0.895762903689	11	4478	81	483	19	0	0	0	10	0	UID4505	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_2;s__Pseudomonas_stutzeri	g__Pseudomonas;s__	62.9704589894	4.227919	4478	0.895762903689	11	2	62.6322452433	0.0332865906449	4.6789245	0.0301395	4408.0	34.0
Undefined_mixed_planktonic.mb.77	k__Bacteria (UID203)	5449	104	58	6.90	0.00	0.00	424831	0	5	5	84483	84483	84966	84966	149798	149798	64.8801523429	0.62	0.895845642149	11	433	99	5	0	0	0	0	2	0	UID3442	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas	unresolved	64.8801523429	0.424831	433	0.895845642149	11	3	66.9123214764	0.237989743615	3.382171	0.199294673709	3393.33333333	210.556933446
MMS_A.mb.27	root (UID1)	5656	56	24	0.00	0.00	0.00	531211	0	2	2	345714	345714	265605	265605	345714	345714	47.6806767932	0.60	0.893665605569	11	601	56	0	0	0	0	0	0	0	NA	NA	unresolved	47.6806767932	0.531211	601	0.893665605569	11	NA	NA	NA	NA	NA	NA	NA
MMS_A.mb.26	o__Sphingomonadales (UID3310)	26	569	293	98.12	2.81	4.00	4004517	0	97	97	69176	69176	41283	41283	234631	234631	63.1292113381	2.67	0.897080471877	11	3741	7	537	25	0	0	0	34	9	UID3329	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae_3;g__Sphingobium	f__Sphingomonadaceae;s__	63.1292113381	4.004517	3741	0.897080471877	11	4	64.3448905998	0.904918955635	4.323554	0.231431337501	4197.5	173.649791247
MMS_A.mb.25	c__Betaproteobacteria (UID3888)	323	387	234	98.60	0.21	0.00	3222111	0	17	17	336327	336327	189535	189535	567614	567614	52.992773992	0.89	0.934710815363	11	3038	20	366	1	0	0	0	29	0	UID4105	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	unresolved	52.992773992	3.222111	3038	0.934710815363	11	54	65.4270497459	3.65129498783	5.16920692593	1.31133744154	4847.55555556	1196.01218046
MMS_A.mb.24	c__Gammaproteobacteria (UID4445)	228	583	244	88.56	4.27	86.96	4223065	0	268	268	28121	28121	15757	15757	97462	97462	60.5547866301	2.36	0.893063687156	11	4013	92	468	23	0	0	0	15	0	UID4507	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_2;s__Pseudomonas_stutzeri	g__Pseudomonas	60.5547866301	4.223065	4013	0.893063687156	11	2	61.4245691469	0.864398893202	4.5883885	0.3551755	4340.0	290.0
MMS_A.mb.23	c__Gammaproteobacteria (UID4202)	67	481	276	91.83	6.37	14.29	2742495	0	435	435	8006	8006	6304	6304	34987	34987	65.670748716	3.53	0.921159746873	11	2854	30	412	37	0	2	0	39	4	UID4211	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae	unresolved	65.670748716	2.742495	2854	0.921159746873	11	4	67.8947129338	1.58121247753	4.49002075	0.425974372285	4101.0	386.77318935
MMS_A.mb.22	k__Bacteria (UID1452)	924	151	101	56.40	0.00	0.00	1706754	0	276	276	10874	10874	6183	6183	178625	178625	42.607429073	9.21	0.916437283873	11	2381	50	101	0	0	0	0	39	0	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	unresolved	42.607429073	1.706754	2381	0.916437283873	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
MMS_A.mb.21	root (UID1)	5656	56	24	0.00	0.00	0.00	402303	0	32	32	26796	26796	12571	12571	104168	104168	55.7445507491	4.98	0.844346176887	11	479	56	0	0	0	0	0	0	0	NA	NA	unresolved	55.7445507491	0.402303	479	0.844346176887	11	NA	NA	NA	NA	NA	NA	NA
MMS_A.mb.20	f__Rhodobacteraceae (UID3356)	67	617	330	66.49	1.68	66.67	2438722	0	668	668	3766	3766	3650	3650	16033	16033	60.4389512212	2.63	0.91469261359	11	2924	199	409	9	0	0	0	31	0	UID3415	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	g__Loktanella;s__Loktanella_vestfoldensis	60.4389512212	2.438722	2924	0.91469261359	11	8	63.4097808452	5.28889995435	3.69306775	0.500807159166	3686.25	506.296047289
KR11_S2_MetaG.mb.7	c__Deltaproteobacteria (UID3217)	62	280	168	98.21	0.00	0.00	3689959	0	121	121	46863	46863	30495	30495	113136	113136	49.0631467721	2.50	0.868340271531	11	3377	4	276	0	0	0	0	42	0	UID3235	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae	unresolved	49.0631467721	3.689959	3377	0.868340271531	11	5	54.111367786	6.61115303754	4.4153048	0.796783927483	3887.4	661.542621454
KR11_S2_MetaG.mb.6	f__Rhizobiaceae (UID3564)	78	837	352	98.76	1.20	9.09	5006960	0	95	95	100547	100547	52704	52704	213154	213154	64.1609879048	1.28	0.889871498874	11	4821	7	821	8	1	0	0	43	0	UID3601	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae	g__Rhizobium;s__Rhizobium_selenitireducens	64.1609879048	5.00696	4821	0.889871498874	11	3	60.0940872003	2.51898663294	5.143831	0.900662397128	4666.66666667	694.578209339
KR11_S2_MetaG.mb.5	k__Bacteria (UID1452)	924	151	101	66.40	4.40	85.71	1573283	0	299	299	6376	6376	5261	5261	22911	22911	37.9705367693	2.86	0.898072374773	11	1901	44	100	7	0	0	0	33	1	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	37.9705367693	1.573283	1901	0.898072374773	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
KR11_S2_MetaG.mb.4	c__Alphaproteobacteria (UID3422)	26	529	308	94.37	5.31	76.67	3286768	0	480	480	7943	7943	6847	6847	47573	47573	69.2897399512	1.77	0.907226491191	11	3617	26	475	27	1	0	0	42	1	UID3440	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas	unresolved	69.2897399512	3.286768	3617	0.907226491191	11	5	67.4801846146	0.721788371431	3.3624632	0.171649814813	3364.4	173.002427729
KR11_S2_MetaG.mb.3	f__Rhodocyclaceae (UID3972)	30	540	241	97.72	2.07	0.00	3593485	0	30	30	272373	272373	119782	119782	540046	540046	60.8392131872	1.34	0.919830749259	11	3442	25	510	5	0	0	0	29	0	UID3985	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae	unresolved	60.8392131872	3.593485	3442	0.919830749259	11	17	65.8987056511	2.46835292806	4.46613729412	0.436763259742	4156.29411765	431.105932758
KR11_S2_MetaG.mb.2	root (UID1)	5656	56	24	0.00	0.00	0.00	219945	0	3	3	114971	114971	73315	73315	114971	114971	60.3287185433	0.40	0.852640432835	11	207	56	0	0	0	0	0	0	0	NA	NA	unresolved	60.3287185433	0.219945	207	0.852640432835	11	NA	NA	NA	NA	NA	NA	NA
MMS_A.mb.29	root (UID1)	5656	56	24	0.00	0.00	0.00	833483	0	304	304	2633	2633	2741	2741	7953	7953	59.7227537934	2.90	0.914402573298	11	1001	56	0	0	0	0	0	0	0	NA	NA	unresolved	59.7227537934	0.833483	1001	0.914402573298	11	NA	NA	NA	NA	NA	NA	NA
MMS_A.mb.28	k__Bacteria (UID203)	5449	104	58	55.17	3.45	50.00	3715943	0	617	617	7561	7561	6022	6022	28132	28132	63.1895322399	2.29	0.89688566267	11	4036	66	36	2	0	0	0	7	0	UID4505	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_2;s__Pseudomonas_stutzeri	g__Pseudomonas;s__	63.1895322399	3.715943	4036	0.89688566267	11	2	62.6322452433	0.0332865906449	4.6789245	0.0301395	4408.0	34.0
Modern_marine_glass_biofilm.mb.13	f__Rhodocyclaceae (UID3972)	30	540	241	96.80	0.00	0.00	3157773	0	29	29	189890	189890	108888	108888	428573	428573	64.7054427282	1.56	0.931843739243	11	3017	28	512	0	0	0	0	29	0	UID3985	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae	unresolved	64.7054427282	3.157773	3017	0.931843739243	11	17	65.8987056511	2.46835292806	4.46613729412	0.436763259742	4156.29411765	431.105932758
Modern_marine_glass_biofilm.mb.12	k__Bacteria (UID1452)	924	151	101	40.20	0.99	0.00	495159	0	147	147	3416	3416	3368	3368	9988	9988	39.3911854576	3.34	0.888322740776	11	566	80	69	2	0	0	0	24	1	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi	39.3911854576	0.495159	566	0.888322740776	11	8	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
Modern_marine_glass_biofilm.mb.11	k__Archaea (UID2)	207	149	107	52.80	0.93	0.00	1007616	0	225	225	4789	4789	4478	4478	20349	20349	37.3158028455	2.56	0.874494847243	11	1324	61	87	1	0	0	0	35	0	UID1	k__Archaea (root)	k__Archaea	37.3158028455	1.007616	1324	0.874494847243	11	5656	49.2752660014	13.0081081425	3.76173456931	1.81655134913	3559.91760962	1650.82761538
Modern_marine_glass_biofilm.mb.10	k__Bacteria (UID203)	5449	104	58	21.79	0.00	0.00	937899	0	329	329	2777	2777	2850	2850	14664	14664	36.8983227405	2.46	0.905043080332	11	1046	84	20	0	0	0	0	9	0	UID2572	k__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales	f__Melioribacteraceae;g__Melioribacter;s__Melioribacter_roseus	36.8983227405	0.937899	1046	0.905043080332	11	2	37.6306212631	3.69749696697	3.4797055	0.1792915	3072.5	170.5
Modern_marine_glass_biofilm.mb.17	k__Bacteria (UID2565)	2921	152	93	94.09	1.08	0.00	1316099	0	105	105	19164	19164	12534	12534	67316	67316	45.2122522698	2.11	0.935430389355	11	1371	6	145	1	0	0	0	42	0	UID2982	k__Bacteria	p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae	45.2122522698	1.316099	1371	0.935430389355	11	88	44.2282294983	7.81376598976	2.42188205682	2.19213346454	2142.11363636	1851.65080175
Modern_marine_glass_biofilm.mb.16	k__Bacteria (UID203)	5449	103	57	23.16	0.00	0.00	982499	0	299	299	3453	3453	3285	3285	11372	11372	43.8907316954	3.13	0.893166303477	11	1092	88	15	0	0	0	0	2	0	UID3230	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae	g__Desulfosarcina;s__	43.8907316954	0.982499	1092	0.893166303477	11	2	48.0397321851	6.80738320489	4.041273	0.440702	3806.0	170.0
Modern_marine_glass_biofilm.mb.15	k__Bacteria (UID2495)	2993	143	89	63.64	5.68	33.33	2533448	0	592	592	4677	4677	4279	4279	22006	22006	43.2706335397	3.35	0.870287450147	11	2890	55	84	3	0	1	0	22	0	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	43.2706335397	2.533448	2890	0.870287450147	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
Modern_marine_glass_biofilm.mb.14	k__Bacteria (UID2495)	2993	143	89	71.98	3.22	0.00	754610	0	140	140	6205	6205	5390	5390	17188	17188	35.1730032732	4.00	0.839181829024	11	780	30	106	7	0	0	0	32	5	UID2496	k__Bacteria;p__Spirochaetes;c__Spirochaetia	p__Elusimicrobia;c__Candidatus_Endomicrobium;o__Candidatus_Endomicrobium;f__Candidatus_Endomicrobium;g__Candidatus_Endomicrobium;s__	35.1730032732	0.75461	780	0.839181829024	11	72	38.9697421605	10.3693638763	2.60865927778	1.034157916	2440.63888889	952.666641963
Modern_marine_glass_biofilm.mb.19	k__Bacteria (UID1452)	924	161	108	76.08	3.40	0.00	1363725	0	260	260	6194	6194	5245	5245	23647	23647	38.1354745275	2.30	0.891547782727	11	1403	31	125	5	0	0	0	39	0	UID2307	k__Bacteria	p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas_calidirosea	38.1354745275	1.363725	1403	0.891547782727	11	23	55.9597818041	5.95590811758	3.90703395652	1.73333076608	3352.7826087	1254.52443636
Modern_marine_glass_biofilm.mb.18	p__Euryarchaeota (UID3)	148	188	125	83.79	2.84	0.00	1861104	0	375	375	5614	5614	4962	4962	30647	30647	39.0900777173	2.27	0.895233689251	11	2000	27	155	6	0	0	0	39	1	UID48	k__Archaea;p__Euryarchaeota	unresolved	39.0900777173	1.861104	2000	0.895233689251	11	103	56.5582935533	9.3220625896	3.2874533301	0.97557427891	3320.05825243	917.448803632
Old_saline.mb.161	root (UID1)	5656	56	24	4.17	0.00	0.00	264461	0	69	69	4089	4089	3832	3832	13058	13058	58.6207418107	3.39	0.87299072453	11	313	55	1	0	0	0	0	0	0	NA	NA	unresolved	58.6207418107	0.264461	313	0.87299072453	11	NA	NA	NA	NA	NA	NA	NA
KR11_S3.mb.19	k__Bacteria (UID3187)	2258	190	119	87.76	5.04	0.00	6503656	0	893	893	9580	9580	7282	7282	39946	39946	41.3939943933	2.75	0.843351185856	11	5923	16	168	5	1	0	0	42	0	UID3298	k__Bacteria;p__Proteobacteria	g__Bdellovibrio;s__Bdellovibrio_bacteriovorus	41.3939943933	6.503656	5923	0.843351185856	11	2147	53.9210681828	11.0801468456	4.28618693153	1.74602450237	4062.86120168	1633.92148753
KR11_S3.mb.18	root (UID1)	5656	56	24	4.17	0.00	0.00	427250	0	149	149	2796	2796	2867	2867	13325	13325	66.8110005851	2.76	0.903604447045	11	508	55	1	0	0	0	0	0	0	NA	NA	unresolved	66.8110005851	0.42725	508	0.903604447045	11	NA	NA	NA	NA	NA	NA	NA
